age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,actual_response,predicted_response_probability,predicted_response
33,technician,married,professional.course,no,yes,no,cellular,may,mon,6,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.005624259583813428,0
32,technician,married,professional.course,no,no,no,cellular,may,mon,20,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.005624259583813428,0
47,technician,married,professional.course,unknown,yes,no,cellular,may,tue,60,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.005622499211249023,0
53,self-employed,married,basic.4y,unknown,yes,no,cellular,may,mon,62,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.005622499211249023,0
28,blue-collar,single,basic.6y,no,yes,yes,cellular,may,fri,20,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.005617451200241159,0
26,admin.,single,high.school,no,yes,no,telephone,may,mon,109,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.005615756149005276,0
26,unemployed,married,high.school,no,yes,no,telephone,may,mon,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.005615756149005276,0
26,technician,single,professional.course,no,no,no,telephone,may,thu,95,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005615756149005276,0
26,services,single,high.school,no,yes,no,telephone,may,fri,123,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.005615756149005276,0
28,technician,single,basic.9y,no,yes,no,cellular,may,tue,76,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.005612373888533822,0
44,blue-collar,married,basic.9y,unknown,yes,yes,telephone,jun,fri,175,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.0056123000327561205,0
52,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,159,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.0056123000327561205,0
50,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,fri,144,15,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.0056123000327561205,0
40,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,fri,181,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.0056123000327561205,0
44,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.005612141514072859,0
45,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0.005612141514072859,0
34,admin.,married,high.school,no,yes,yes,telephone,may,fri,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.005612020101269522,0
35,admin.,married,high.school,no,no,no,telephone,may,tue,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.005612020101269522,0
32,services,married,high.school,no,no,no,telephone,may,thu,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.005612020101269522,0
33,services,married,basic.6y,no,yes,no,telephone,may,thu,148,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005612020101269522,0
33,admin.,divorced,high.school,no,no,no,telephone,may,tue,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.005612020101269522,0
42,retired,married,basic.9y,unknown,yes,no,telephone,may,thu,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.005609557057611812,0
57,retired,married,basic.4y,unknown,yes,no,telephone,may,mon,156,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.005609557057611812,0
41,housemaid,married,university.degree,unknown,no,no,telephone,may,fri,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.005608654393961078,0
56,unemployed,divorced,university.degree,unknown,yes,no,telephone,may,fri,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.005608654393961078,0
49,retired,divorced,professional.course,no,yes,yes,telephone,aug,tue,128,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.005601133649845427,0
25,services,married,high.school,unknown,yes,yes,telephone,may,mon,104,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.005599847578170918,0
32,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,wed,112,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.00559749085687344,0
34,services,divorced,professional.course,unknown,yes,no,telephone,may,thu,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005596122054520179,0
28,self-employed,married,professional.course,no,yes,no,telephone,may,wed,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.00559502974495598,0
57,retired,married,basic.4y,no,yes,no,telephone,aug,mon,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.005591164802420892,0
41,technician,married,basic.9y,unknown,no,no,telephone,jun,wed,102,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.005586682356259155,0
51,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,fri,129,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0055852660909467295,0
57,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,135,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0055852660909467295,0
38,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,129,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0055852660909467295,0
37,services,married,high.school,no,yes,no,telephone,may,wed,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0055816502113397075,0
36,unemployed,married,basic.4y,no,yes,no,telephone,may,wed,170,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0055816502113397075,0
39,housemaid,married,basic.9y,no,yes,no,telephone,may,wed,164,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.0055816502113397075,0
31,blue-collar,divorced,basic.9y,no,yes,yes,telephone,jun,wed,121,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.005580605105385538,0
46,technician,married,professional.course,no,no,no,telephone,jun,tue,117,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.005575723970193632,0
39,admin.,divorced,professional.course,no,yes,yes,telephone,jun,thu,106,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.005575723970193632,0
44,technician,divorced,professional.course,no,no,no,telephone,jun,thu,112,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.005575723970193632,0
50,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,thu,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.005575723970193632,0
39,admin.,single,high.school,no,no,no,telephone,jul,thu,97,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0,0.005575723970193632,0
53,admin.,married,basic.9y,no,no,no,telephone,jun,tue,116,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.005575723970193632,0
43,technician,married,professional.course,no,yes,no,telephone,jun,tue,112,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.005575723970193632,0
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,111,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0055735447378285246,0
30,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,96,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0055735447378285246,0
38,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,144,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.005573027420261637,0
38,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,182,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0.005573027420261637,0
53,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,154,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.005573027420261637,0
27,services,married,high.school,no,yes,no,telephone,may,fri,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.005568235807805924,0
31,admin.,married,basic.9y,no,no,no,telephone,may,thu,112,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005568235807805924,0
24,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,fri,8,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.005567536573610383,0
37,admin.,married,high.school,no,no,no,cellular,may,mon,14,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.005567035637051387,0
47,entrepreneur,divorced,high.school,no,no,no,cellular,may,thu,8,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.005567035637051387,0
50,admin.,divorced,basic.4y,no,yes,no,cellular,may,mon,8,11,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.005567035637051387,0
41,admin.,divorced,high.school,no,yes,no,cellular,may,mon,63,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.005567035637051387,0
39,self-employed,married,high.school,no,yes,no,cellular,may,mon,31,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.005567035637051387,0
37,admin.,divorced,high.school,no,yes,yes,cellular,may,fri,73,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.005567035637051387,0
52,technician,married,basic.4y,unknown,no,no,telephone,may,wed,161,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.005565837716574563,0
45,unknown,married,unknown,unknown,unknown,unknown,telephone,may,wed,179,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.005565837716574563,0
45,services,married,high.school,unknown,no,no,telephone,may,wed,156,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.005565837716574563,0
53,services,married,university.degree,no,no,no,telephone,may,fri,45,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.005565334298882442,0
58,management,divorced,university.degree,no,yes,no,telephone,may,mon,56,9,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.005565334298882442,0
45,admin.,married,high.school,no,no,no,telephone,jun,wed,125,8,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.005557479591620661,0
54,housemaid,divorced,basic.4y,no,yes,no,telephone,jun,wed,129,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.005557479591620661,0
37,admin.,single,high.school,no,no,no,telephone,jul,wed,130,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.005557479591620661,0
49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,174,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0055572392168553265,0
33,services,married,high.school,unknown,yes,no,cellular,nov,thu,83,3,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.005555954240562488,0
49,entrepreneur,married,high.school,no,no,no,telephone,may,fri,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.005554919989274132,0
47,admin.,married,high.school,no,no,no,telephone,may,fri,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.005554919989274132,0
39,management,married,basic.9y,no,yes,no,telephone,may,fri,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.005554919989274132,0
53,technician,married,high.school,no,no,no,telephone,may,fri,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.005554919989274132,0
40,technician,divorced,professional.course,no,no,no,telephone,may,mon,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.005554919989274132,0
48,technician,married,basic.6y,no,no,yes,telephone,may,tue,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.005554919989274132,0
52,admin.,married,basic.6y,no,yes,no,telephone,may,thu,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005554919989274132,0
51,services,married,unknown,no,yes,no,telephone,may,thu,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.005554919989274132,0
53,entrepreneur,divorced,unknown,no,no,no,telephone,may,thu,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005554919989274132,0
57,admin.,divorced,high.school,no,no,no,telephone,may,fri,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.005554919989274132,0
44,technician,married,professional.course,no,yes,no,telephone,may,thu,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005554919989274132,0
42,admin.,married,basic.4y,no,no,no,telephone,may,thu,148,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005554919989274132,0
37,unemployed,married,professional.course,no,no,no,telephone,may,thu,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.005554919989274132,0
41,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,122,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.005554362240594018,0
36,technician,married,professional.course,no,yes,no,cellular,aug,wed,95,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.005554362240594018,0
48,services,married,basic.9y,no,yes,no,cellular,jul,wed,107,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.005554362240594018,0
50,services,single,high.school,no,no,no,cellular,jul,wed,117,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.005554362240594018,0
58,management,married,basic.9y,no,no,no,cellular,jul,wed,109,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.005554362240594018,0
45,admin.,married,basic.9y,no,yes,yes,cellular,aug,wed,106,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.005554362240594018,0
30,blue-collar,married,unknown,no,no,yes,telephone,jun,tue,118,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0055538798603231064,0
30,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,116,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0055538798603231064,0
31,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,113,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0055538798603231064,0
28,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,thu,109,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.0055538798603231064,0
49,admin.,divorced,professional.course,no,no,no,cellular,nov,thu,80,5,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.005553522994363481,0
28,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,thu,67,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.005546223178898816,0
57,services,married,high.school,unknown,no,no,telephone,may,mon,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.005539182797884238,0
53,unemployed,married,basic.4y,unknown,no,no,telephone,may,fri,141,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.005539182797884238,0
49,services,married,high.school,unknown,yes,no,telephone,may,thu,166,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005539182797884238,0
48,services,married,high.school,unknown,yes,no,telephone,may,tue,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.005539182797884238,0
54,services,single,high.school,unknown,no,no,telephone,may,thu,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005539182797884238,0
52,services,married,unknown,unknown,no,no,telephone,may,tue,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.005539182797884238,0
36,services,married,high.school,unknown,no,no,telephone,may,tue,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.005539182797884238,0
57,services,married,high.school,unknown,yes,no,telephone,may,thu,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005539182797884238,0
53,technician,married,professional.course,unknown,yes,no,telephone,may,fri,153,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.005539182797884238,0
36,unemployed,single,basic.4y,unknown,no,no,telephone,may,fri,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.005539182797884238,0
49,management,divorced,high.school,unknown,yes,no,telephone,may,mon,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.005539182797884238,0
56,admin.,married,high.school,unknown,no,no,cellular,jul,wed,120,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.005538626620515945,0
43,services,married,high.school,unknown,no,yes,cellular,jul,wed,105,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.005538626620515945,0
36,technician,married,high.school,unknown,yes,no,cellular,aug,wed,112,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.005538626620515945,0
53,unknown,married,basic.4y,unknown,no,no,cellular,aug,wed,116,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.005538626620515945,0
34,admin.,single,basic.6y,no,no,no,cellular,may,thu,22,11,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.005538309163483089,0
33,services,divorced,high.school,no,yes,no,cellular,may,tue,75,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.005538309163483089,0
40,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,8,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.0055279305971767285,0
40,technician,divorced,professional.course,no,no,no,cellular,jul,tue,122,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0055277619727237635,0
39,admin.,divorced,high.school,no,no,no,cellular,jul,tue,121,17,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0055277619727237635,0
44,management,married,basic.9y,no,yes,no,cellular,aug,tue,100,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0055277619727237635,0
36,technician,single,professional.course,no,no,no,cellular,jul,thu,111,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0055277619727237635,0
38,self-employed,divorced,basic.9y,no,yes,yes,cellular,jul,thu,119,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0055277619727237635,0
47,technician,single,unknown,no,no,no,cellular,jul,tue,117,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0055277619727237635,0
58,housemaid,married,professional.course,no,yes,no,cellular,aug,tue,98,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0055277619727237635,0
39,technician,married,unknown,no,yes,no,cellular,jul,thu,108,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0055277619727237635,0
40,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,109,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0055277619727237635,0
54,services,married,high.school,no,yes,no,cellular,aug,fri,111,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0055277619727237635,0
56,admin.,married,basic.4y,no,yes,no,cellular,jul,tue,118,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0055277619727237635,0
38,technician,married,professional.course,no,yes,no,cellular,aug,tue,124,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0055277619727237635,0
50,technician,married,professional.course,no,yes,no,cellular,aug,thu,122,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0055277619727237635,0
49,technician,divorced,high.school,no,no,no,cellular,jul,thu,123,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.0055277619727237635,0
55,technician,married,professional.course,no,yes,yes,cellular,jul,thu,101,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0055277619727237635,0
49,admin.,married,high.school,no,yes,yes,cellular,aug,tue,120,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0055277619727237635,0
47,technician,divorced,high.school,no,yes,no,cellular,jul,thu,100,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0055277619727237635,0
48,technician,married,professional.course,no,yes,no,cellular,aug,thu,107,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0055277619727237635,0
48,technician,married,high.school,no,yes,no,cellular,aug,thu,102,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0055277619727237635,0
43,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.005526612726005703,0
43,blue-collar,single,professional.course,no,no,no,telephone,jun,thu,133,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.005526612726005703,0
36,admin.,single,high.school,no,no,no,telephone,jun,mon,98,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0055210200001947944,0
39,admin.,single,high.school,no,yes,yes,telephone,jun,mon,98,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,0.0055210200001947944,0
30,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,128,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0055191901536462,0
37,admin.,married,high.school,no,yes,no,telephone,dec,fri,12,1,999,0,nonexistent,-0.2,92.756,-45.9,3.563,5176.3,0,0.005518954390489004,0
34,technician,single,high.school,no,yes,no,telephone,jul,fri,106,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.005516424819337698,0
41,technician,single,professional.course,unknown,no,yes,cellular,aug,tue,102,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.005512101294033168,0
52,services,married,high.school,unknown,yes,no,cellular,jul,thu,117,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.005512101294033168,0
45,admin.,married,unknown,unknown,yes,yes,cellular,aug,thu,105,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.005512101294033168,0
36,self-employed,divorced,professional.course,unknown,yes,yes,cellular,jul,tue,110,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.005512101294033168,0
45,self-employed,married,basic.4y,unknown,no,no,cellular,aug,tue,97,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.005512101294033168,0
51,entrepreneur,married,basic.6y,unknown,yes,yes,cellular,jul,fri,124,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.005512101294033168,0
52,services,married,basic.9y,unknown,yes,yes,cellular,aug,thu,110,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.005512101294033168,0
37,admin.,single,university.degree,no,yes,no,cellular,aug,thu,94,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.005509085763559712,0
27,services,married,high.school,unknown,no,no,telephone,may,fri,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.005507787735236417,0
35,admin.,single,basic.4y,unknown,no,no,telephone,jun,thu,117,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.005500796082224168,0
28,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,102,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.005499389019801886,0
36,admin.,married,high.school,unknown,no,no,cellular,may,mon,11,14,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.005496443340248338,0
36,admin.,married,high.school,unknown,yes,yes,cellular,may,mon,47,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.005496443340248338,0
33,admin.,married,university.degree,no,no,no,telephone,may,wed,122,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.005496435086688743,0
32,blue-collar,single,university.degree,no,yes,no,telephone,may,thu,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005492590453387813,0
32,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,130,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.005487194901601008,0
25,blue-collar,married,high.school,unknown,yes,no,cellular,jul,tue,94,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.005486743420186929,0
33,admin.,married,unknown,no,yes,no,telephone,may,fri,134,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.005481967768370546,0
32,admin.,single,professional.course,no,no,no,telephone,may,mon,131,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.005481967768370546,0
44,services,married,high.school,no,yes,no,cellular,may,tue,10,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.005481954896922145,0
37,admin.,married,basic.9y,no,yes,no,cellular,may,tue,24,7,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.005481954896922145,0
40,admin.,single,high.school,no,no,no,cellular,may,tue,17,6,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.005481954896922145,0
40,admin.,single,high.school,no,no,no,cellular,may,tue,18,6,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.005481954896922145,0
45,admin.,married,high.school,no,yes,yes,cellular,aug,mon,124,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.005473525972482569,0
48,services,married,basic.9y,no,yes,no,cellular,aug,mon,104,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.005473525972482569,0
44,services,divorced,high.school,no,no,no,cellular,jul,mon,119,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.005473525972482569,0
45,technician,married,professional.course,no,yes,no,cellular,aug,mon,95,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.005473525972482569,0
37,technician,divorced,professional.course,no,no,yes,cellular,jul,mon,100,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.005473525972482569,0
37,technician,married,professional.course,no,yes,no,cellular,aug,mon,97,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.005473525972482569,0
53,housemaid,married,unknown,no,no,no,cellular,aug,mon,106,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.005473525972482569,0
51,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,118,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.005473525972482569,0
32,admin.,married,university.degree,no,no,no,telephone,may,thu,99,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.005470110710432016,0
34,services,married,high.school,unknown,no,yes,cellular,may,tue,22,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.005468079127183211,0
35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,126,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.005467833012999407,0
33,self-employed,married,basic.9y,no,yes,no,telephone,jun,mon,107,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.005462299443345318,0
